index,First Author,Title,Year,Citations
1601,"Hurford, Irene","Facilitating treatment engagement for early psychosis through
   peer-delivered decision support: intervention development and protocol
   for pilot evaluation",2021,1
1621,"Sutherland, Lara","Feasibility of the Go2Play Active Play intervention for increasing
   physical and social development in children with intellectual
   disabilities",2021,1
1623,"McDermott, Orii","Pilot Randomised Evaluation of Singing in Dementia (PRESIDE): protocol
   for a two-arm, parallel-group randomised controlled feasibility study
   with waiting-list control",2021,1
1629,"Flowers, Paul","A scoping review to ascertain the parameters for an evidence synthesis
   of psychological interventions to improve work and wellbeing outcomes
   among employees with chronic pain",2021,1
1630,"Silva, Marlene N.","Keep on running - a randomized controlled trial to test a digital
   evidence-based intervention for sustained adoption of recreational
   running: rationale, design and pilot feasibility study",2021,1
1643,"Clitheroe, Laura","Evaluation of a manualised speech and language therapy programme for
   children with social communication disorder: the SCIP feasibility study",2020,1
1658,"Stoddart, Andrew","Design, rationale and analysis plan for the Stand Up for Health trial in
   contact centres: a stepped wedge feasibility study",2020,1
1662,"Pivarunas, Bernadette","Protocol for a pilot randomized controlled feasibility study of brief
   interpersonal psychotherapy for addressing social-emotional needs and
   preventing excess gestational weight gain in adolescents",2020,1
1683,"Buchanan,   Sarah","Development of a psychoeducational intervention for people affected by
   pancreatic cancer",2019,1
1824,"Tribe, Insun","Acceptance and commitment therapy processes and their association with
   distress in cancer: a systematic review and meta-analysis",2023,1
1827,"Lyon, Aaron R.","Implementation resources to support teachers' use of behavioral
   classroom interventions: protocol of a randomized pilot trial",2023,1
1829,"Alexander, Candy Ho","Accelerating the development of a psychological intervention to restore
   treatment decision-making capacity in patients with
   schizophrenia-spectrum disorder: a study protocol for a multi-site,
   assessor-blinded, pilot Umbrella trial (the DEC:IDES trial) (vol 9, 117,
   2023)",2023,1
1836,"Ozakinci, Gozde","Keeping Active with Texting after Stroke (KATS): development of a text
   message intervention to promote physical activity and exercise after
   stroke",2023,1
1838,"French, Jennifer","Group music therapy with songwriting for adult patients with long-term
   depression (SYNCHRONY study): a feasibility and acceptability study of
   the intervention and parallel randomised controlled trial design with
   wait-list control and nested process evaluation",2023,1
1848,"Kershaw, Trace S. S.",The ``Family Health = Family Wealth{'',2022,1
1850,"Pedersen, Julie Ronne","Personalised exercise therapy and self-management support for people
   with multimorbidity: Development of the MOBILIZE intervention",2022,1
1854,"Law, Graham R.","Strengthening Mental Abilities with Relational Training (SMART) in
   multiple sclerosis (MS): study protocol for a feasibility randomised
   controlled trial",2022,1
1859,"Francisco, Jennifer","Development and evaluation of a remote training strategy for the
   implementation of mental health evidence-based practices in rural
   schools: pilot study protocol",2022,1
1865,"Bovim, Lars Peder","Development and feasibility testing of a physical activity intervention
   for youth with anxiety and depression: a study protocol",2022,1
1877,"Dixon, Lisa B.","Facilitating treatment engagement for early psychosis through
   peer-delivered decision support: intervention development and protocol
   for pilot evaluation",2021,1
1893,"Haywood, Lee J.","Pilot Randomised Evaluation of Singing in Dementia (PRESIDE): protocol
   for a two-arm, parallel-group randomised controlled feasibility study
   with waiting-list control",2021,1
1899,"Encantado, Jorge","Keep on running - a randomized controlled trial to test a digital
   evidence-based intervention for sustained adoption of recreational
   running: rationale, design and pilot feasibility study",2021,1
1924,"Lloyd, Scott","Design, rationale and analysis plan for the Stand Up for Health trial in
   contact centres: a stepped wedge feasibility study",2020,1
1928,"Tanofsky-Kraff, Marian","Protocol for a pilot randomized controlled feasibility study of brief
   interpersonal psychotherapy for addressing social-emotional needs and
   preventing excess gestational weight gain in adolescents",2020,1
1947,"Kamtapersaud, Venissa","Development of a psychoeducational intervention for people affected by
   pancreatic cancer",2019,1
2057,"Moss-Morris, Rona","Acceptance and commitment therapy processes and their association with
   distress in cancer: a systematic review and meta-analysis",2023,1
2059,"Eiraldi,   Ricardo","Implementation resources to support teachers' use of behavioral
   classroom interventions: protocol of a randomized pilot trial",2023,1
2061,"Vikram,   Anvita","Accelerating the development of a psychological intervention to restore
   treatment decision-making capacity in patients with
   schizophrenia-spectrum disorder: a study protocol for a multi-site,
   assessor-blinded, pilot Umbrella trial (the DEC:IDES trial) (vol 9, 117,
   2023)",2023,1
2066,"Lebedis, Therese","Keeping Active with Texting after Stroke (KATS): development of a text
   message intervention to promote physical activity and exercise after
   stroke",2023,1
2068,"Priebe, Stefan","Group music therapy with songwriting for adult patients with long-term
   depression (SYNCHRONY study): a feasibility and acceptability study of
   the intervention and parallel randomised controlled trial design with
   wait-list control and nested process evaluation",2023,1
2077,"Kiene, Susan M. M.",The ``Family Health = Family Wealth{'',2022,1
2079,"Zangger, Graziella","Personalised exercise therapy and self-management support for people
   with multimorbidity: Development of the MOBILIZE intervention",2022,1
2082,"Roche, Bryan","Strengthening Mental Abilities with Relational Training (SMART) in
   multiple sclerosis (MS): study protocol for a feasibility randomised
   controlled trial",2022,1
2086,MCLASS II Trial Team,"Muslim Communities Learning About Second-hand Smoke in Bangladesh
   (MCLASS II): a combined evidence and theory-based plus partnership
   intervention development approach",2022,1
2087,"Rutherford, Laura E.","Development and evaluation of a remote training strategy for the
   implementation of mental health evidence-based practices in rural
   schools: pilot study protocol",2022,1
2093,"Elgen, Irene Bircow","Development and feasibility testing of a physical activity intervention
   for youth with anxiety and depression: a study protocol",2022,1
2104,"O'Connell, Maria","Facilitating treatment engagement for early psychosis through
   peer-delivered decision support: intervention development and protocol
   for pilot evaluation",2021,1
2116,"Melville, Craig","Feasibility of the Go2Play Active Play intervention for increasing
   physical and social development in children with intellectual
   disabilities",2021,1
2118,"Orrell, Martin","Pilot Randomised Evaluation of Singing in Dementia (PRESIDE): protocol
   for a two-arm, parallel-group randomised controlled feasibility study
   with waiting-list control",2021,1
2122,"Levesque,   Ariane","Elaboration and refinement of a motivational communication training
   program for healthcare professionals in pediatric oncology: a
   feasibility and acceptability study",2021,1
2123,"Santos, Ines","Keep on running - a randomized controlled trial to test a digital
   evidence-based intervention for sustained adoption of recreational
   running: rationale, design and pilot feasibility study",2021,1
2143,"Jepson, Ruth","Design, rationale and analysis plan for the Stand Up for Health trial in
   contact centres: a stepped wedge feasibility study",2020,1
2146,"Nadeau, Kristen J.","Protocol for a pilot randomized controlled feasibility study of brief
   interpersonal psychotherapy for addressing social-emotional needs and
   preventing excess gestational weight gain in adolescents",2020,1
2163,"Devins, Gerald M.","Development of a psychoeducational intervention for people affected by
   pancreatic cancer",2019,1
2248,"Johnson,   Caroline","Acceptance and commitment therapy processes and their association with
   distress in cancer: a systematic review and meta-analysis",2023,1
2250,"Power, Thomas J.","Implementation resources to support teachers' use of behavioral
   classroom interventions: protocol of a randomized pilot trial",2023,1
2252,"Saddington, David","Accelerating the development of a psychological intervention to restore
   treatment decision-making capacity in patients with
   schizophrenia-spectrum disorder: a study protocol for a multi-site,
   assessor-blinded, pilot Umbrella trial (the DEC:IDES trial) (vol 9, 117,
   2023)",2023,1
2256,"Jones, Claire","Keeping Active with Texting after Stroke (KATS): development of a text
   message intervention to promote physical activity and exercise after
   stroke",2023,1
2263,"Andreasson, Karen Hjerrild","Personalised exercise therapy and self-management support for people
   with multimorbidity: Development of the MOBILIZE intervention",2022,1
2266,"Rowan, Elise","Strengthening Mental Abilities with Relational Training (SMART) in
   multiple sclerosis (MS): study protocol for a feasibility randomised
   controlled trial",2022,1
2270,"Wilson, Tara","Development and evaluation of a remote training strategy for the
   implementation of mental health evidence-based practices in rural
   schools: pilot study protocol",2022,1
2283,"Penn, David L.","Facilitating treatment engagement for early psychosis through
   peer-delivered decision support: intervention development and protocol
   for pilot evaluation",2021,1
2298,"Palmeira, Antonio L.","Keep on running - a randomized controlled trial to test a digital
   evidence-based intervention for sustained adoption of recreational
   running: rationale, design and pilot feasibility study",2021,1
2318,"Barbour, Linda A.","Protocol for a pilot randomized controlled feasibility study of brief
   interpersonal psychotherapy for addressing social-emotional needs and
   preventing excess gestational weight gain in adolescents",2020,1
2330,"Zimmermann,   Camilla","Development of a psychoeducational intervention for people affected by
   pancreatic cancer",2019,1
2395,"Hughes, Lyndsay D.","Acceptance and commitment therapy processes and their association with
   distress in cancer: a systematic review and meta-analysis",2023,1
2398,"McCann, Andrea","Accelerating the development of a psychological intervention to restore
   treatment decision-making capacity in patients with
   schizophrenia-spectrum disorder: a study protocol for a multi-site,
   assessor-blinded, pilot Umbrella trial (the DEC:IDES trial) (vol 9, 117,
   2023)",2023,1
2407,"Skou, Soren T.","Personalised exercise therapy and self-management support for people
   with multimorbidity: Development of the MOBILIZE intervention",2022,1
2409,"Burge, Rupert","Strengthening Mental Abilities with Relational Training (SMART) in
   multiple sclerosis (MS): study protocol for a feasibility randomised
   controlled trial",2022,1
2413,"Henson, Kathryn","Development and evaluation of a remote training strategy for the
   implementation of mental health evidence-based practices in rural
   schools: pilot study protocol",2022,1
2424,"Salzer, Mark S.","Facilitating treatment engagement for early psychosis through
   peer-delivered decision support: intervention development and protocol
   for pilot evaluation",2021,1
2454,"Scott, Stephen M.","Protocol for a pilot randomized controlled feasibility study of brief
   interpersonal psychotherapy for addressing social-emotional needs and
   preventing excess gestational weight gain in adolescents",2020,1
2464,"Gallinger, Steven","Development of a psychoeducational intervention for people affected by
   pancreatic cancer",2019,1
2522,"Burke, Joseph","Accelerating the development of a psychological intervention to restore
   treatment decision-making capacity in patients with
   schizophrenia-spectrum disorder: a study protocol for a multi-site,
   assessor-blinded, pilot Umbrella trial (the DEC:IDES trial) (vol 9, 117,
   2023)",2023,1
2529,"Frost, Alexandra C.","Strengthening Mental Abilities with Relational Training (SMART) in
   multiple sclerosis (MS): study protocol for a feasibility randomised
   controlled trial",2022,1
2533,"Farmer,   Thomas","Development and evaluation of a remote training strategy for the
   implementation of mental health evidence-based practices in rural
   schools: pilot study protocol",2022,1
2563,"Sheeder, Jeanelle L.","Protocol for a pilot randomized controlled feasibility study of brief
   interpersonal psychotherapy for addressing social-emotional needs and
   preventing excess gestational weight gain in adolescents",2020,1
2570,"Rodin, Gary","Development of a psychoeducational intervention for people affected by
   pancreatic cancer",2019,1
2619,"Eliasson, Emma","Accelerating the development of a psychological intervention to restore
   treatment decision-making capacity in patients with
   schizophrenia-spectrum disorder: a study protocol for a multi-site,
   assessor-blinded, pilot Umbrella trial (the DEC:IDES trial) (vol 9, 117,
   2023)",2023,1
2624,"das Nair,   Roshan","Strengthening Mental Abilities with Relational Training (SMART) in
   multiple sclerosis (MS): study protocol for a feasibility randomised
   controlled trial",2022,1
2686,"Harper, Sean","Accelerating the development of a psychological intervention to restore
   treatment decision-making capacity in patients with
   schizophrenia-spectrum disorder: a study protocol for a multi-site,
   assessor-blinded, pilot Umbrella trial (the DEC:IDES trial) (vol 9, 117,
   2023)",2023,1
2739,"Karatzias, Thanos","Accelerating the development of a psychological intervention to restore
   treatment decision-making capacity in patients with
   schizophrenia-spectrum disorder: a study protocol for a multi-site,
   assessor-blinded, pilot Umbrella trial (the DEC:IDES trial) (vol 9, 117,
   2023)",2023,1
2779,"Taylor, Peter   J.","Accelerating the development of a psychological intervention to restore
   treatment decision-making capacity in patients with
   schizophrenia-spectrum disorder: a study protocol for a multi-site,
   assessor-blinded, pilot Umbrella trial (the DEC:IDES trial) (vol 9, 117,
   2023)",2023,1
2806,"Watson, Andrew","Accelerating the development of a psychological intervention to restore
   treatment decision-making capacity in patients with
   schizophrenia-spectrum disorder: a study protocol for a multi-site,
   assessor-blinded, pilot Umbrella trial (the DEC:IDES trial) (vol 9, 117,
   2023)",2023,1
2829,"Dougall, Nadine","Accelerating the development of a psychological intervention to restore
   treatment decision-making capacity in patients with
   schizophrenia-spectrum disorder: a study protocol for a multi-site,
   assessor-blinded, pilot Umbrella trial (the DEC:IDES trial) (vol 9, 117,
   2023)",2023,1
2848,"Stavert, Jill","Accelerating the development of a psychological intervention to restore
   treatment decision-making capacity in patients with
   schizophrenia-spectrum disorder: a study protocol for a multi-site,
   assessor-blinded, pilot Umbrella trial (the DEC:IDES trial) (vol 9, 117,
   2023)",2023,1
2865,"O'Rourke, Suzanne","Accelerating the development of a psychological intervention to restore
   treatment decision-making capacity in patients with
   schizophrenia-spectrum disorder: a study protocol for a multi-site,
   assessor-blinded, pilot Umbrella trial (the DEC:IDES trial) (vol 9, 117,
   2023)",2023,1
2880,"Glasgow, Angela","Accelerating the development of a psychological intervention to restore
   treatment decision-making capacity in patients with
   schizophrenia-spectrum disorder: a study protocol for a multi-site,
   assessor-blinded, pilot Umbrella trial (the DEC:IDES trial) (vol 9, 117,
   2023)",2023,1
2893,"Murphy, Regina","Accelerating the development of a psychological intervention to restore
   treatment decision-making capacity in patients with
   schizophrenia-spectrum disorder: a study protocol for a multi-site,
   assessor-blinded, pilot Umbrella trial (the DEC:IDES trial) (vol 9, 117,
   2023)",2023,1
1,"Hanlon, Claire Anne","A mixed-methods evaluation of the acceptability and fidelity of the
   James' Place model for men experiencing suicidal crisis",2023,0
2,"Jaffe, Nicole","Development, feasibility, and acceptability of SPoRT: a dating violence
   and sexual risk prevention intervention for college student-athletes",2023,0
3,"Suarez-Gonzalez, Aida",``Better Living with Non-memory-led Dementia{'',2023,0
4,"Olegario, Raphael Lopes","Efficacy of cognitive training on executive functions in healthy older
   adults: a systematic review with meta-analysis of randomized controlled
   trials",2023,0
6,"Wu, Jingwen","Web-based interventions on the resilience of informal caregivers: a
   systematic review and meta-analysis",2023,0
7,"Anderson, Laura N.","Motivational interviewing to promote healthy behaviors for obesity
   prevention in young adults (MOTIVATE): a pilot randomized controlled
   trial protocol",2023,0
9,"Veldheer, Susan","Growing Healthy Hearts: a single-arm feasibility study of a digitally
   delivered gardening, cooking, and nutrition intervention for adults with
   risk factors for cardiovascular disease",2023,0
11,"Rose-Clarke, Kelly","Development and testing the feasibility of a sports-based mental health
   promotion intervention in Nepal: a protocol for a pilot
   cluster-randomised controlled trial",2023,0
13,"Speidel, Ruth","Nurturing child social-emotional development: evaluation of a pre-post
   and 2-month follow-up uncontrolled pilot training for caregivers and
   educators",2023,0
15,"Strayhorn, Jillian C.","Using Decision Analysis for Intervention Value Efficiency to Select
   Optimized Interventions in the Multiphase Optimization Strategy",2023,0
16,"Leiferman, Jenn A.","My Baby, My Move plus : feasibility of a community prenatal wellbeing
   intervention",2023,0
17,"Ladwig, Matthew A.","Improving reflective evaluations of sport through repeated experiences
   of fun-rationale, design, feasibility, and acceptability of the PlayFit
   Youth Sport Program",2023,0
19,"Surendran, Aswathi","Assessing the feasibility, fidelity and acceptability of a behaviour
   change intervention to improve tractor safety on farms: protocol for the
   BeSafe tractor safety feasibility study",2023,0
22,"Hovmand, Oliver Rumle","Social phobia and evasiveness: trial protocol for a randomized
   controlled feasibility and superiority trial of the effect of Modified
   Collaborative Assessment vs. standard assessment on patients' readiness
   for psychotherapy (CO-ASSM-RCT)",2023,0
23,"Self-Brown, Shannon","Systematic braiding of Smoke-Free Home SafeCare to address child
   maltreatment risk and secondhand smoke exposure: findings from a pilot
   study",2023,0
25,"Mansoor, Zara","Evaluating an emotion coaching programme for parents of young
   adolescents attending Child Adolescent Mental Health Services (CAMHS) in
   New Zealand: protocol for a multi-site feasibility trial including
   co-design with service users",2023,0
26,"Asif, Muqaddas","Culturally adapted motivational interviewing with cognitive behavior
   therapy and mindfulness-based relapse prevention for substance use
   disorder in Pakistan (CAMAIB): protocol for a feasibility factorial
   randomised controlled trial",2023,0
30,"Joyce, Kayla M.","The Building Emotional Awareness and Mental health (BEAM) program
   developed with a community partner for mothers of infants: protocol for
   a feasibility randomized controlled trial",2023,0
31,"Welage, Nandana","Development and feasibility of first- and third-person motor imagery for
   people with stroke living in the community",2023,0
32,"Corner, Jason","A personhood and citizenship training workshop for care home staff to
   potentially increase wellbeing of residents with dementia: intervention
   development and feasibility testing of a cluster randomised controlled
   trial",2023,0
34,"Engels, Lisa","How to improve the diet of toddlers? The feasibility of an online,
   habit-based intervention targeting parental feeding behaviour",2022,0
41,"Bouwman, Eline","Person-centred online lifestyle coaching in childhood, adolescent, and
   young adult cancer survivors: protocol of the multicentre
   PanCareFollowUp lifestyle intervention feasibility study",2022,0
44,"Millard, S. K.","Evaluating Palin Stammering Therapy for School Children (Patin STSC
   8-14): protocol for a feasibility randomised controlled trial comparing
   Patin STSC(8-14) with usual treatment",2022,0
45,"Eisman, Andria B.","Michigan Model for Health™ Learning to Enhance and Adapt for Prevention
   (Mi-LEAP): protocol of a pilot randomized trial comparing Enhanced
   Replicating Effective Programs versus standard implementation to deliver
   an evidence-based drug use prevention curriculum",2022,0
50,"Huttunen-Lenz, Maija","Forming New Health Behavior Habits During Weight Loss Maintenance-The
   PREVIEW Study",2022,0
57,"Abrahams, Zulfa","Health systems strengthening interventions for perinatal common mental
   disorders and experiences of domestic violence in Cape Town, South
   Africa: protocol for a pilot implementation study",2022,0
64,"Johnston, Bridget","`Playlist for Life' at the end of life: a mixed-methods feasibility
   study of a personalised music listening intervention in the hospice
   setting",2022,0
68,"Moody, Gwenllian","The READ-IT study protocol for a feasibility randomised controlled trial
   of using a support worker/family carer mediated online reading programme
   to teach early reading skills to adults with intellectual disabilities",2022,0
69,"Hewston, Patricia","Development of GERAS DANcing for Cognition and Exercise (DANCE): a
   feasibility study",2022,0
77,"McDonough, Suzanne M.","A study protocol for a randomised controlled feasibility trial of an
   intervention to increase activity and reduce sedentary behaviour in
   people with severe mental illness: Walking fOR Health (WORtH) Study",2021,0
86,"Kouimtsidis, Christos","A feasibility trial of an intervention in alcohol dependence for
   structured preparation before detoxification versus usual care: the
   SPADe trial results",2021,0
88,"Knights, Nicola","Feasibility study of the Home-based Exercises for Responsible Sex (HERS)
   intervention to promote correct and consistent condom use among young
   women",2021,0
116,"Kent, William","A review of stress management interventions for the oncology nursing
   workforce: What do we know and what should we be doing differently?",2021,0
138,"Abotsie, Gabriel","Interpersonal counselling for adolescent depression delivered by youth
   mental health workers without core professional training: a feasibility
   randomised controlled trial study protocol",2020,0
278,"Hiemstra, Marieke","Home-based smoking prevention program Smoke-free Kids on smoking-related
   cognitions: Secondary outcomes from a cluster randomized controlled
   trial",2016,0
415,"Chopra, Jennifer","A mixed-methods evaluation of the acceptability and fidelity of the
   James' Place model for men experiencing suicidal crisis",2023,0
416,"Jones, Meredith C.","Development, feasibility, and acceptability of SPoRT: a dating violence
   and sexual risk prevention intervention for college student-athletes",2023,0
417,"John, Amber",``Better Living with Non-memory-led Dementia{'',2023,0
418,"Fernandes, Sarah Ribeiro","Efficacy of cognitive training on executive functions in healthy older
   adults: a systematic review with meta-analysis of randomized controlled
   trials",2023,0
420,"Wang, Min","Web-based interventions on the resilience of informal caregivers: a
   systematic review and meta-analysis",2023,0
421,"Alvarez, Elizabeth","Motivational interviewing to promote healthy behaviors for obesity
   prevention in young adults (MOTIVATE): a pilot randomized controlled
   trial protocol",2023,0
423,"Whitehead-Zimmers, Maxfield","Growing Healthy Hearts: a single-arm feasibility study of a digitally
   delivered gardening, cooking, and nutrition intervention for adults with
   risk factors for cardiovascular disease",2023,0
425,"Rimal, Damodar","Development and testing the feasibility of a sports-based mental health
   promotion intervention in Nepal: a protocol for a pilot
   cluster-randomised controlled trial",2023,0
427,"Wong, Tracy K. Y.","Nurturing child social-emotional development: evaluation of a pre-post
   and 2-month follow-up uncontrolled pilot training for caregivers and
   educators",2023,0
429,"Cleland, Charles M.","Using Decision Analysis for Intervention Value Efficiency to Select
   Optimized Interventions in the Multiphase Optimization Strategy",2023,0
430,"Lacy, Rachael","My Baby, My Move plus : feasibility of a community prenatal wellbeing
   intervention",2023,0
431,"Sciamanna, Christopher N.","Improving reflective evaluations of sport through repeated experiences
   of fun-rationale, design, feasibility, and acceptability of the PlayFit
   Youth Sport Program",2023,0
434,"d'Apice, Katrina","A randomised controlled feasibility trial of an early years language
   development intervention: results of the `outcomes of Talking Together
   evaluation and results' (oTTer) project",2023,0
436,"Reinholt, Nina","Social phobia and evasiveness: trial protocol for a randomized
   controlled feasibility and superiority trial of the effect of Modified
   Collaborative Assessment vs. standard assessment on patients' readiness
   for psychotherapy (CO-ASSM-RCT)",2023,0
437,"Perry, Elizabeth W.","Systematic braiding of Smoke-Free Home SafeCare to address child
   maltreatment risk and secondhand smoke exposure: findings from a pilot
   study",2023,0
439,"Stanley, James","Evaluating an emotion coaching programme for parents of young
   adolescents attending Child Adolescent Mental Health Services (CAMHS) in
   New Zealand: protocol for a multi-site feasibility trial including
   co-design with service users",2023,0
440,"Khoso, Ameer B. B.","Culturally adapted motivational interviewing with cognitive behavior
   therapy and mindfulness-based relapse prevention for substance use
   disorder in Pakistan (CAMAIB): protocol for a feasibility factorial
   randomised controlled trial",2023,0
444,"Rioux, Charlie","The Building Emotional Awareness and Mental health (BEAM) program
   developed with a community partner for mothers of infants: protocol for
   a feasibility randomized controlled trial",2023,0
445,"Bissett, Michelle","Development and feasibility of first- and third-person motor imagery for
   people with stroke living in the community",2023,0
446,"Penhale, Bridget","A personhood and citizenship training workshop for care home staff to
   potentially increase wellbeing of residents with dementia: intervention
   development and feasibility testing of a cluster randomised controlled
   trial",2023,0
448,"Mons, Carlotta","How to improve the diet of toddlers? The feasibility of an online,
   habit-based intervention targeting parental feeding behaviour",2022,0
455,"Hermens, Rosella P. M. G.","Person-centred online lifestyle coaching in childhood, adolescent, and
   young adult cancer survivors: protocol of the multicentre
   PanCareFollowUp lifestyle intervention feasibility study",2022,0
458,"Murphy, S.","Evaluating Palin Stammering Therapy for School Children (Patin STSC
   8-14): protocol for a feasibility randomised controlled trial comparing
   Patin STSC(8-14) with usual treatment",2022,0
459,"Palinkas, Lawrence A.","Michigan Model for Health™ Learning to Enhance and Adapt for Prevention
   (Mi-LEAP): protocol of a pilot randomized trial comparing Enhanced
   Replicating Effective Programs versus standard implementation to deliver
   an evidence-based drug use prevention curriculum",2022,0
464,"Hansen, Sylvia","Forming New Health Behavior Habits During Weight Loss Maintenance-The
   PREVIEW Study",2022,0
471,"Schneider, Marguerite","Health systems strengthening interventions for perinatal common mental
   disorders and experiences of domestic violence in Cape Town, South
   Africa: protocol for a pilot implementation study",2022,0
478,"Bowman, Fiona","`Playlist for Life' at the end of life: a mixed-methods feasibility
   study of a personalised music listening intervention in the hospice
   setting",2022,0
483,"Kennedy, Courtney","Development of GERAS DANcing for Cognition and Exercise (DANCE): a
   feasibility study",2022,0
491,"Howes, Sarah C.","A study protocol for a randomised controlled feasibility trial of an
   intervention to increase activity and reduce sedentary behaviour in
   people with severe mental illness: Walking fOR Health (WORtH) Study",2021,0
500,"Houghton, Ben","A feasibility trial of an intervention in alcohol dependence for
   structured preparation before detoxification versus usual care: the
   SPADe trial results",2021,0
502,"Stone, Nicole","Feasibility study of the Home-based Exercises for Responsible Sex (HERS)
   intervention to promote correct and consistent condom use among young
   women",2021,0
528,"Njie-Carr, Veronica P. S.","Evaluation of smoking cessation interventions for veterans in HIV
   clinics in the United States: a theory-informed concurrent mixed-method
   study",2021,0
551,"Cestaro, Viktoria","Interpersonal counselling for adolescent depression delivered by youth
   mental health workers without core professional training: a feasibility
   randomised controlled trial study protocol",2020,0
689,"Engels, Rutger C. M. E.","Home-based smoking prevention program Smoke-free Kids on smoking-related
   cognitions: Secondary outcomes from a cluster randomized controlled
   trial",2016,0
822,"Boland, Jane","A mixed-methods evaluation of the acceptability and fidelity of the
   James' Place model for men experiencing suicidal crisis",2023,0
823,"Angelone, D. J.","Development, feasibility, and acceptability of SPoRT: a dating violence
   and sexual risk prevention intervention for college student-athletes",2023,0
824,"Brotherhood, Emilie",``Better Living with Non-memory-led Dementia{'',2023,0
825,"de Moraes Jr.,   Rui","Efficacy of cognitive training on executive functions in healthy older
   adults: a systematic review with meta-analysis of randomized controlled
   trials",2023,0
827,"Yan, Hong","Web-based interventions on the resilience of informal caregivers: a
   systematic review and meta-analysis",2023,0
828,"Incze, Taylor","Motivational interviewing to promote healthy behaviors for obesity
   prevention in young adults (MOTIVATE): a pilot randomized controlled
   trial protocol",2023,0
830,"Bordner, Candace","Growing Healthy Hearts: a single-arm feasibility study of a digitally
   delivered gardening, cooking, and nutrition intervention for adults with
   risk factors for cardiovascular disease",2023,0
832,"Morrison, Joanna","Development and testing the feasibility of a sports-based mental health
   promotion intervention in Nepal: a protocol for a pilot
   cluster-randomised controlled trial",2023,0
833,"Al-Janaideh, Redab","Nurturing child social-emotional development: evaluation of a pre-post
   and 2-month follow-up uncontrolled pilot training for caregivers and
   educators",2023,0
835,"Vanness, David J.","Using Decision Analysis for Intervention Value Efficiency to Select
   Optimized Interventions in the Multiphase Optimization Strategy",2023,0
836,"Walls, Jessica","My Baby, My Move plus : feasibility of a community prenatal wellbeing
   intervention",2023,0
837,"Luzier, Gavin","Improving reflective evaluations of sport through repeated experiences
   of fun-rationale, design, feasibility, and acceptability of the PlayFit
   Youth Sport Program",2023,0
839,"Meredith, David","Assessing the feasibility, fidelity and acceptability of a behaviour
   change intervention to improve tractor safety on farms: protocol for the
   BeSafe tractor safety feasibility study",2023,0
840,"Cheung, Rachael W. W.","A randomised controlled feasibility trial of an early years language
   development intervention: results of the `outcomes of Talking Together
   evaluation and results' (oTTer) project",2023,0
842,"Dichmann, Kirstine","Social phobia and evasiveness: trial protocol for a randomized
   controlled feasibility and superiority trial of the effect of Modified
   Collaborative Assessment vs. standard assessment on patients' readiness
   for psychotherapy (CO-ASSM-RCT)",2023,0
843,"Recinos, Manderley","Systematic braiding of Smoke-Free Home SafeCare to address child
   maltreatment risk and secondhand smoke exposure: findings from a pilot
   study",2023,0
845,"Fortune, Sarah","Evaluating an emotion coaching programme for parents of young
   adolescents attending Child Adolescent Mental Health Services (CAMHS) in
   New Zealand: protocol for a multi-site feasibility trial including
   co-design with service users",2023,0
846,"Husain, M. Ali","Culturally adapted motivational interviewing with cognitive behavior
   therapy and mindfulness-based relapse prevention for substance use
   disorder in Pakistan (CAMAIB): protocol for a feasibility factorial
   randomised controlled trial",2023,0
850,"MacKinnon, Anna L.","The Building Emotional Awareness and Mental health (BEAM) program
   developed with a community partner for mothers of infants: protocol for
   a feasibility randomized controlled trial",2023,0
851,"Coxon, Kristy","Development and feasibility of first- and third-person motor imagery for
   people with stroke living in the community",2023,0
852,"Arthur, Antony","A personhood and citizenship training workshop for care home staff to
   potentially increase wellbeing of residents with dementia: intervention
   development and feasibility testing of a cluster randomised controlled
   trial",2023,0
854,"Mergelsberg, Enrique","How to improve the diet of toddlers? The feasibility of an online,
   habit-based intervention targeting parental feeding behaviour",2022,0
861,"Brown, Morven C.","Person-centred online lifestyle coaching in childhood, adolescent, and
   young adult cancer survivors: protocol of the multicentre
   PanCareFollowUp lifestyle intervention feasibility study",2022,0
864,"Barton, G.","Evaluating Palin Stammering Therapy for School Children (Patin STSC
   8-14): protocol for a feasibility randomised controlled trial comparing
   Patin STSC(8-14) with usual treatment",2022,0
865,"Koffkey, Christine","Michigan Model for Health™ Learning to Enhance and Adapt for Prevention
   (Mi-LEAP): protocol of a pilot randomized trial comparing Enhanced
   Replicating Effective Programs versus standard implementation to deliver
   an evidence-based drug use prevention curriculum",2022,0
870,"Raben, Anne","Forming New Health Behavior Habits During Weight Loss Maintenance-The
   PREVIEW Study",2022,0
877,"Honikman, Simone","Health systems strengthening interventions for perinatal common mental
   disorders and experiences of domestic violence in Cape Town, South
   Africa: protocol for a pilot implementation study",2022,0
884,"Carduff, Emma","`Playlist for Life' at the end of life: a mixed-methods feasibility
   study of a personalised music listening intervention in the hospice
   setting",2022,0
888,"Gillespie, David","The READ-IT study protocol for a feasibility randomised controlled trial
   of using a support worker/family carer mediated online reading programme
   to teach early reading skills to adults with intellectual disabilities",2022,0
889,"Ioannidis, George","Development of GERAS DANcing for Cognition and Exercise (DANCE): a
   feasibility study",2022,0
